iter	MultiClass
375	0.1278746112
376	0.1274574739
377	0.1270501481
378	0.1268913428
379	0.1266527073
380	0.1264509806
381	0.1262077432
382	0.1258856828
383	0.1255669353
384	0.1253514187
385	0.1250244859
386	0.1246779321
387	0.1244664344
388	0.1242165959
389	0.1238895998
390	0.1235736388
391	0.1232278047
392	0.1229694226
393	0.1225855522
394	0.122219057
395	0.1219273106
396	0.1215885649
397	0.1212967584
398	0.1210490471
399	0.1207669908
400	0.1205304179
401	0.1202773089
402	0.1200317829
403	0.119847153
404	0.119538933
405	0.1192833298
406	0.119023201
407	0.1187254673
408	0.118459035
409	0.1181729442
410	0.1178005631
411	0.117502547
412	0.1172064969
413	0.1170106514
414	0.1167238096
415	0.1165072974
416	0.1162781308
417	0.1159296983
418	0.1156240412
419	0.1153876446
420	0.1150716239
421	0.1148976207
422	0.1146528759
423	0.1144250443
424	0.1142223441
425	0.1139742847
426	0.113696633
427	0.1134988431
428	0.1131336558
429	0.1128730374
430	0.1125970456
431	0.1123000592
432	0.1120667619
433	0.111917949
434	0.1116520997
435	0.1114577686
436	0.1112520451
437	0.1109939617
438	0.1107584572
439	0.1105332233
440	0.1102268628
441	0.1099940176
442	0.1097079685
443	0.1095007362
444	0.1093139731
445	0.1090800226
446	0.1087830015
447	0.108560572
448	0.1083515301
449	0.1081660238
450	0.1079991826
451	0.1077729249
452	0.1075288025
453	0.1073543679
454	0.1071124597
455	0.1068615526
456	0.1066611893
457	0.1064927794
458	0.1062982738
459	0.1061405833
460	0.105941759
461	0.1057631728
462	0.1055828461
463	0.1054009629
464	0.1052301241
465	0.1050168662
466	0.1048439567
467	0.1045932419
468	0.1043474093
469	0.1040612617
470	0.103805237
471	0.103717132
472	0.1034567736
473	0.1032534921
474	0.1030778079
475	0.1028916383
476	0.1026939334
477	0.1024661604
478	0.1022758035
479	0.1020920216
480	0.101945005
481	0.1017113943
482	0.1014506379
483	0.1013141353
484	0.1011819507
485	0.1010186279
486	0.1008680853
487	0.1006742154
488	0.1004866902
489	0.1003041972
490	0.100149334
491	0.09991748781
492	0.09983499635
493	0.09966760805
494	0.09951161991
495	0.09928738718
496	0.09895346815
497	0.09867560586
498	0.09839768353
499	0.09826292014
500	0.09804481856
501	0.09780957231
502	0.09756993297
503	0.09746061189
504	0.09730532591
505	0.09712236
506	0.09695734302
507	0.0967769162
508	0.0966589182
509	0.09641049544
510	0.09621285058
511	0.09599554245
512	0.09581625016
513	0.09567097785
514	0.0955210494
515	0.09533360464
516	0.09517307335
517	0.09488115937
518	0.0947906809
519	0.09464938558
520	0.09444912109
521	0.09429037325
522	0.09412528407
523	0.09397306818
524	0.09381879754
525	0.09360297844
526	0.09347111836
527	0.09340306525
528	0.0932407449
529	0.09300445492
530	0.09276690456
531	0.09255084424
532	0.09237147521
533	0.09226547922
534	0.09208155593
535	0.09189545244
536	0.09175492779
537	0.09161411968
538	0.09142796905
539	0.09127021998
540	0.09106757589
541	0.09091799693
542	0.09078762533
543	0.09059183222
544	0.09041706383
545	0.09025589834
546	0.09005329528
547	0.08997473587
548	0.08981034896
549	0.08970466114
550	0.08947539434
551	0.08934569595
552	0.08914323241
553	0.08903638687
554	0.0888780611
555	0.08873340144
556	0.08859032428
557	0.08837391908
558	0.08819220106
559	0.08805998319
560	0.08790358075
561	0.087753817
562	0.08757905322
563	0.08743105995
564	0.08729237148
565	0.08708490718
566	0.08684666996
567	0.08667737924
568	0.0865291097
569	0.08640751487
570	0.08621575867
571	0.08606337996
572	0.08591442392
573	0.08578170415
574	0.0856672378
575	0.08546216772
576	0.08529106077
577	0.08517273241
578	0.08506069584
579	0.08489133243
580	0.08475891266
581	0.08458613642
582	0.08439325247
583	0.08421733015
584	0.08405080256
585	0.08389513004
586	0.0836948762
587	0.08359240119
588	0.08348669322
589	0.08333031513
590	0.08324140728
591	0.0831228692
592	0.08299057153
593	0.08289528468
594	0.08276927148
595	0.08264744449
596	0.08254188069
597	0.08241817276
598	0.08227471549
599	0.08212825631
600	0.08199138803
601	0.08184861268
602	0.08170699006
603	0.08157334676
604	0.08150696279
605	0.08133363478
606	0.08123911126
607	0.08108025505
608	0.08099984381
609	0.08084810673
610	0.08075717232
611	0.08063157414
612	0.08049478136
613	0.08042864231
614	0.08024061756
615	0.0801452962
616	0.08002147537
617	0.07989195498
618	0.0797252746
619	0.0796338088
620	0.07955165581
621	0.07940370643
622	0.0793057426
623	0.07914204825
624	0.07901703148
625	0.07889922739
626	0.07876507598
627	0.07868203565
628	0.0785643433
629	0.07843613407
630	0.07832343011
631	0.0782061098
632	0.07807949673
633	0.07797065146
634	0.07784838556
635	0.07777225298
636	0.0775875746
637	0.07743706643
638	0.07724794892
639	0.0771199708
640	0.07695762587
641	0.07681741499
642	0.07670289879
643	0.07656022693
644	0.07646526929
645	0.07632989489
646	0.07617950852
647	0.07611405123
648	0.07593422043
649	0.07579354992
650	0.07563896107
651	0.07549889246
652	0.07537523706
653	0.07530550401
654	0.07521226045
655	0.0750950926
656	0.0749770974
657	0.07492917195
658	0.07477430774
659	0.07467599322
660	0.07458162227
661	0.07450361573
662	0.07437932946
663	0.07427594126
664	0.07417626438
665	0.07403708445
666	0.07386080019
667	0.07372802865
668	0.0736596079
669	0.07358634005
670	0.07346401816
671	0.07333230411
672	0.07322547327
673	0.07310890963
674	0.07302049787
675	0.07290649541
676	0.07285162297
677	0.07272935356
678	0.07255707186
679	0.07242111951
680	0.07228897958
681	0.07217023386
682	0.07206228461
683	0.07190596271
684	0.07182161958
685	0.0717427222
686	0.07161897382
687	0.071495604
688	0.07142536868
689	0.07132629205
690	0.07122547849
691	0.07106234778
692	0.07096320597
693	0.07087123226
694	0.07076166918
695	0.07070628515
696	0.07059418828
697	0.07048153868
698	0.07035090602
699	0.07028569057
700	0.07018514697
701	0.07006512401
702	0.06993375088
703	0.06985226557
704	0.06970919337
705	0.0695881242
706	0.06954441296
707	0.06950135932
708	0.06936734825
709	0.06922849676
710	0.06911318156
711	0.06902338864
712	0.06894414944
713	0.06882404914
714	0.06874751601
715	0.0686668193
716	0.06857520235
717	0.06849989293
718	0.06839862057
719	0.06832726535
720	0.0682258785
721	0.0681286796
722	0.06805465835
723	0.06795744884
724	0.06784147776
725	0.06774392921
726	0.06761534424
727	0.06752499069
728	0.06746629047
729	0.06736891468
730	0.06731344341
731	0.06717772695
732	0.06707929378
733	0.0669652322
734	0.06682837905
735	0.06674745027
736	0.06662764667
737	0.06655381402
738	0.06641067522
739	0.06629337345
740	0.06618860208
741	0.06614161304
742	0.06602676001
743	0.06590548411
744	0.06579400254
745	0.06563743148
746	0.06557049943
747	0.06547917816
748	0.06544525892
749	0.06535668938
750	0.06530476171
751	0.0652508071
752	0.06517798287
753	0.06509510817
754	0.06497169162
755	0.06490193539
756	0.06485457736
757	0.06472987634
758	0.06463848254
759	0.06451729376
760	0.06446253341
761	0.0643732936
762	0.06429137604
763	0.06419875496
764	0.06413742803
765	0.06404801249
766	0.06398907805
767	0.06390553583
768	0.06379597314
769	0.06369729382
770	0.06360979644
771	0.06348095946
772	0.06336298619
773	0.06331408522
774	0.06326838792
775	0.06316382622
776	0.06298188781
777	0.06289165134
778	0.06279162139
779	0.06274391338
780	0.06262512016
781	0.06255279179
782	0.06248282834
783	0.06235692341
784	0.06226061807
785	0.06218054659
786	0.06211625661
787	0.06201062672
788	0.06195648109
789	0.06183531467
790	0.06175206653
791	0.06163034013
792	0.06157721822
793	0.06149836287
794	0.06138009684
795	0.06125332507
796	0.0611507248
797	0.06111900517
798	0.06101219928
799	0.06095330321
800	0.06088384849
801	0.06079469605
802	0.06073002654
803	0.06061566978
804	0.06053085477
805	0.06041555406
806	0.06029942298
807	0.06024303892
808	0.06018307539
809	0.06007360861
810	0.06001464951
811	0.05994962208
812	0.0598593033
813	0.05977653634
814	0.0597117305
815	0.05964040518
816	0.05956057174
817	0.05947955232
818	0.05941656643
819	0.05933979344
820	0.05920867126
821	0.05913801247
822	0.05907595983
823	0.05900453633
824	0.05889359087
825	0.05880723696
826	0.05877489902
827	0.05869714249
828	0.05863266587
829	0.05856098419
830	0.05845703021
831	0.05840222075
832	0.05832645124
833	0.05823982437
834	0.05818168247
835	0.0581188846
836	0.05803489167
837	0.05797680869
838	0.05790449356
839	0.05781142697
840	0.05774030393
841	0.05766480212
842	0.05759971748
843	0.05754168193
844	0.0574234315
845	0.05734726459
846	0.05727091661
847	0.05717388156
848	0.05707132268
849	0.05698281684
850	0.05687701045
851	0.05677984145
852	0.05672151886
853	0.05662464843
854	0.05656514805
855	0.05649391248
856	0.05642703346
857	0.05634581094
858	0.05626997667
859	0.05617749378
860	0.05607351619
861	0.056006263
862	0.05593066196
863	0.05583261382
864	0.05575217699
865	0.05564043891
866	0.05555875993
867	0.05547353298
868	0.05539323484
869	0.05535170135
870	0.05524045351
871	0.05519477003
872	0.05513725272
873	0.05507315848
874	0.05503419279
875	0.05498513582
876	0.05493281193
877	0.05488315539
878	0.05481112046
879	0.05474091416
880	0.05469047772
881	0.05465536935
882	0.05460448626
883	0.05454973334
884	0.05446660714
885	0.05442170571
886	0.0543366367
887	0.05428826812
888	0.05420158215
889	0.05408506383
890	0.05402993679
891	0.0539142677
892	0.05380336453
893	0.05370191706
894	0.0536307151
895	0.0535863935
896	0.0535129058
897	0.05345910014
898	0.05340787025
899	0.05333229425
900	0.0532269621
901	0.05312163747
902	0.05302947083
903	0.05295372244
904	0.05289549025
905	0.05280969709
906	0.05275486612
907	0.05268096172
908	0.05256648573
909	0.05247169085
910	0.0523923695
911	0.05231823971
912	0.05227510797
913	0.05219640385
914	0.0521225841
915	0.05204643898
916	0.05196290533
917	0.05190949496
918	0.05183804684
919	0.05178042861
920	0.05169835831
921	0.05164486006
922	0.05160600008
923	0.0515348043
924	0.05147444248
925	0.05144875881
926	0.05139112009
927	0.05128534443
928	0.05122154297
929	0.05116774251
930	0.05108462759
931	0.05101409945
932	0.05094197808
933	0.05085560173
934	0.05078082724
935	0.05074611181
936	0.05071383134
937	0.05064970618
938	0.05059321653
939	0.05052801892
940	0.05047098119
941	0.05038729649
942	0.05030166271
943	0.0502354037
944	0.050169334
945	0.05011321917
946	0.05007138268
947	0.05001674085
948	0.04992648508
949	0.04983493467
950	0.04974544039
951	0.04968521673
952	0.04962187028
953	0.04954093647
954	0.04948968865
955	0.04941840663
956	0.04933463212
957	0.04925734695
958	0.04915989196
959	0.04912085327
960	0.04907483864
961	0.04902741463
962	0.04898546081
963	0.04893399807
964	0.04885841826
965	0.04878547084
966	0.0487221099
967	0.04863389647
968	0.04857658235
